Transaction ID,Date,Customer Name,Unique Customer Name,Product Name,Category,Region,Sales Value,Discount,Profit Margin,Payment Method,Year,Month,Week,First Sale,Cohort Group,Repeated Customer Fixed,Repeated Customer Yes/No,Count Yes Reap,Count No Reap,SN. Total Unique Customer,SN. Total Repeating Customer,SN. Total Non Repeating Customer,Retention Rate
T0307,11/2/2024,Customer_246,Customer_246,Product B,Cosmetics,South,323.49,28.01,84.66,Credit Card,2024,11,44,2/11/2024,24-Nov,Customer_246,Yes,1,0,,,,
T0308,11/3/2024,Customer_176,Repeated,Product A,Groceries,East,182.89,22.47,73.84,Credit Card,2024,11,45,8/9/2024,24-Nov,Repeated,Yes,1,0,,,,
T0309,11/4/2024,Customer_39,Repeated,Product A,Household,East,111.47,42.12,19.49,Bank Transfer,2024,11,45,23/07/2024,24-Nov,Repeated,Yes,1,0,,,,
T0310,11/5/2024,Customer_170,Repeated,Product B,Household,West,343.24,8.87,85.5,Cash,2024,11,45,25/01/2024,24-Nov,Repeated,Yes,1,0,,,,
T0311,11/6/2024,Customer_247,Repeated,Product C,Electronics,North,382.37,2.22,70.39,Credit Card,2024,11,45,1/7/2024,24-Nov,Repeated,Yes,1,0,,,,
T0312,11/7/2024,Customer_26,Customer_26,Product D,Electronics,North,192.03,23,72.73,Bank Transfer,2024,11,45,7/11/2024,24-Nov,Customer_26,Yes,1,0,,,,
T0313,11/8/2024,Customer_13,Repeated,Product B,Household,South,340.17,12.64,42.67,Bank Transfer,2024,11,45,3/5/2024,24-Nov,Repeated,Yes,1,0,,,,
T0314,11/9/2024,Customer_36,Repeated,Product D,Household,East,227.81,3.43,89.14,Cash,2024,11,45,2/5/2024,24-Nov,Repeated,Yes,1,0,,,,
T0315,11/10/2024,Customer_173,Customer_173,Product C,Household,North,370.94,36.51,75.28,Cash,2024,11,46,10/11/2024,24-Nov,Customer_173,Yes,1,0,,,,
T0316,11/11/2024,Customer_20,Customer_20,Product A,Groceries,West,139.65,6.47,20.13,Cash,2024,11,46,11/11/2024,24-Nov,Customer_20,Yes,1,0,,,,
T0317,11/12/2024,Customer_264,Repeated,Product C,Household,West,450.6,30.81,46.7,Cash,2024,11,46,13/02/2024,24-Nov,Repeated,Yes,1,0,,,,
T0318,11/13/2024,Customer_142,Customer_142,Product B,Electronics,East,179.33,14.77,89.77,Mobile Payment,2024,11,46,13/11/2024,24-Nov,Customer_142,Yes,1,0,,,,
T0319,11/14/2024,Customer_143,Repeated,Product A,Groceries,West,215.5,9.5,14.25,Cash,2024,11,46,29/04/2024,24-Nov,Repeated,Yes,1,0,,,,
T0320,11/15/2024,Customer_92,Repeated,Product B,Household,West,76.14,19.61,96.53,Mobile Payment,2024,11,46,12/2/2024,24-Nov,Repeated,Yes,1,0,,,,
T0321,11/16/2024,Customer_288,Repeated,Product B,Electronics,East,100.18,40.27,71.12,Credit Card,2024,11,46,26/10/2024,24-Nov,Repeated,Yes,1,0,,,,
T0322,11/17/2024,Customer_215,Repeated,Product C,Groceries,South,282.14,20.21,66.82,Bank Transfer,2024,11,47,9/1/2024,24-Nov,Repeated,Yes,1,0,,,,
T0323,11/18/2024,Customer_51,Repeated,Product B,Household,South,170.42,37.79,34.35,Mobile Payment,2024,11,47,30/01/2024,24-Nov,Repeated,Yes,1,0,,,,
T0324,11/19/2024,Customer_153,Repeated,Product C,Household,West,425.97,7.15,32.39,Credit Card,2024,11,47,26/08/2024,24-Nov,Repeated,Yes,1,0,,,,
T0325,11/20/2024,Customer_186,Customer_186,Product A,Household,South,56.61,38.87,94.79,Credit Card,2024,11,47,20/11/2024,24-Nov,Customer_186,Yes,1,0,,,,
T0326,11/21/2024,Customer_63,Repeated,Product C,Groceries,South,220.59,12.61,36.84,Mobile Payment,2024,11,47,19/03/2024,24-Nov,Repeated,Yes,1,0,,,,
T0327,11/22/2024,Customer_190,Repeated,Product A,Electronics,West,201.81,34.19,79.8,Credit Card,2024,11,47,28/01/2024,24-Nov,Repeated,Yes,1,0,,,,
T0328,11/23/2024,Customer_125,Customer_125,Product C,Electronics,South,58.7,28.72,45.38,Credit Card,2024,11,47,23/11/2024,24-Nov,Customer_125,Yes,1,0,,,,
T0329,11/24/2024,Customer_150,Repeated,Product D,Cosmetics,West,105.97,46.53,22.53,Mobile Payment,2024,11,48,14/01/2024,24-Nov,Repeated,Yes,1,0,,,,
T0330,11/25/2024,Customer_58,Repeated,Product D,Household,North,236.14,19.98,10.96,Credit Card,2024,11,48,22/10/2024,24-Nov,Repeated,Yes,1,0,,,,
T0331,11/26/2024,Customer_180,Repeated,Product B,Cosmetics,East,271.79,4.24,58.98,Cash,2024,11,48,7/6/2024,24-Nov,Repeated,Yes,1,0,,,,
T0332,11/27/2024,Customer_170,Repeated,Product C,Cosmetics,East,231.93,1.94,97.82,Cash,2024,11,48,25/01/2024,24-Nov,Repeated,Yes,1,0,,,,
T0333,11/28/2024,Customer_271,Repeated,Product C,Electronics,South,288.92,41.52,43.22,Bank Transfer,2024,11,48,2/1/2024,24-Nov,Repeated,Yes,1,0,,,,
T0334,11/29/2024,Customer_54,Repeated,Product A,Groceries,South,317.81,26.71,42.15,Credit Card,2024,11,48,19/02/2024,24-Nov,Repeated,Yes,1,0,,,,
T0335,11/30/2024,Customer_101,Repeated,Product B,Groceries,South,54.47,38.99,40.97,Bank Transfer,2024,11,48,10/4/2024,24-Nov,Repeated,Yes,1,0,,,,
T0336,12/1/2024,Customer_264,Repeated,Product C,Electronics,East,258.84,12.49,56.85,Cash,2024,12,49,13/02/2024,24-Dec,Repeated,Yes,1,0,,,,
T0337,12/2/2024,Customer_53,Repeated,Product B,Groceries,North,483.57,17.91,49.66,Cash,2024,12,49,11/2/2024,24-Dec,Repeated,Yes,1,0,,,,
T0338,12/3/2024,Customer_60,Repeated,Product D,Cosmetics,North,283.56,2.48,89.19,Cash,2024,12,49,2/8/2024,24-Dec,Repeated,Yes,1,0,,,,
T0339,12/4/2024,Customer_108,Repeated,Product C,Household,East,354.89,48.11,55.5,Credit Card,2024,12,49,16/05/2024,24-Dec,Repeated,Yes,1,0,,,,
T0340,12/5/2024,Customer_5,Repeated,Product C,Electronics,North,190.34,33.73,55.7,Credit Card,2024,12,49,13/04/2024,24-Dec,Repeated,Yes,1,0,,,,
T0341,12/6/2024,Customer_103,Repeated,Product B,Household,East,398.3,46.73,22.45,Cash,2024,12,49,1/1/2024,24-Dec,Repeated,Yes,1,0,,,,
T0342,12/7/2024,Customer_196,Customer_196,Product C,Groceries,North,397.81,14.01,98.45,Bank Transfer,2024,12,49,7/12/2024,24-Dec,Customer_196,Yes,1,0,,,,
T0343,12/8/2024,Customer_262,Customer_262,Product B,Household,West,284.58,30.96,32.5,Bank Transfer,2024,12,50,8/12/2024,24-Dec,Customer_262,Yes,1,0,,,,
T0344,12/9/2024,Customer_47,Customer_47,Product C,Groceries,West,489.21,34.25,16.6,Mobile Payment,2024,12,50,9/12/2024,24-Dec,Customer_47,Yes,1,0,,,,
T0345,12/10/2024,Customer_144,Repeated,Product A,Groceries,East,106.5,16.56,69.68,Cash,2024,12,50,11/7/2024,24-Dec,Repeated,Yes,1,0,,,,
T0346,12/11/2024,Customer_269,Customer_269,Product B,Cosmetics,North,57.63,42.56,63.58,Bank Transfer,2024,12,50,11/12/2024,24-Dec,Customer_269,No,0,1,,,,
T0347,12/12/2024,Customer_124,Repeated,Product C,Groceries,South,396.57,47.41,47.36,Cash,2024,12,50,14/07/2024,24-Dec,Repeated,Yes,1,0,,,,
T0348,12/13/2024,Customer_106,Repeated,Product D,Cosmetics,North,413.22,44.36,48,Bank Transfer,2024,12,50,20/02/2024,24-Dec,Repeated,Yes,1,0,,,,
T0349,12/14/2024,Customer_158,Repeated,Product C,Cosmetics,West,104.09,37.21,80.66,Mobile Payment,2024,12,50,11/9/2024,24-Dec,Repeated,Yes,1,0,,,,
T0350,12/15/2024,Customer_147,Repeated,Product D,Cosmetics,West,169.51,14.6,27.61,Mobile Payment,2024,12,51,19/07/2024,24-Dec,Repeated,Yes,1,0,,,,
T0351,12/16/2024,Customer_145,Customer_145,Product D,Electronics,North,57.9,14.8,83.82,Cash,2024,12,51,16/12/2024,24-Dec,Customer_145,Yes,1,0,,,,
T0352,12/17/2024,Customer_120,Repeated,Product A,Electronics,North,181.99,48.2,68.39,Bank Transfer,2024,12,51,16/08/2024,24-Dec,Repeated,Yes,1,0,,,,
T0353,12/18/2024,Customer_275,Customer_275,Product B,Groceries,South,397.91,1.5,47.71,Credit Card,2024,12,51,18/12/2024,24-Dec,Customer_275,Yes,1,0,,,,
T0354,12/19/2024,Customer_92,Repeated,Product C,Cosmetics,South,283.08,36.09,51.22,Mobile Payment,2024,12,51,12/2/2024,24-Dec,Repeated,Yes,1,0,,,,
T0355,12/20/2024,Customer_58,Repeated,Product A,Electronics,North,206.64,35.61,33.1,Cash,2024,12,51,22/10/2024,24-Dec,Repeated,Yes,1,0,,,,
T0356,12/21/2024,Customer_229,Customer_229,Product C,Cosmetics,North,217.28,31.51,77.69,Cash,2024,12,51,21/12/2024,24-Dec,Customer_229,Yes,1,0,,,,
T0357,12/22/2024,Customer_117,Customer_117,Product D,Household,North,50.61,49.52,56.16,Bank Transfer,2024,12,52,22/12/2024,24-Dec,Customer_117,Yes,1,0,,,,
T0358,12/23/2024,Customer_279,Customer_279,Product B,Household,North,184.91,16.28,38.88,Cash,2024,12,52,23/12/2024,24-Dec,Customer_279,Yes,1,0,,,,
T0359,12/24/2024,Customer_127,Repeated,Product C,Household,East,340.91,17.66,63.64,Mobile Payment,2024,12,52,28/10/2024,24-Dec,Repeated,Yes,1,0,,,,
T0360,12/25/2024,Customer_129,Repeated,Product C,Groceries,North,488.39,4.87,99.62,Cash,2024,12,52,17/03/2024,24-Dec,Repeated,Yes,1,0,,,,
T0361,12/26/2024,Customer_58,Repeated,Product D,Cosmetics,South,431.18,22.7,49.17,Cash,2024,12,52,22/10/2024,24-Dec,Repeated,Yes,1,0,,,,
T0362,12/27/2024,Customer_122,Repeated,Product C,Household,West,60.62,13.79,92.86,Credit Card,2024,12,52,8/1/2024,24-Dec,Repeated,Yes,1,0,,,,
T0363,12/28/2024,Customer_1,Customer_1,Product C,Electronics,East,454.35,17.83,41.05,Credit Card,2024,12,52,28/12/2024,24-Dec,Customer_1,Yes,1,0,,,,
T0364,12/29/2024,Customer_239,Customer_239,Product D,Household,North,402.44,41.89,14.93,Mobile Payment,2024,12,53,29/12/2024,24-Dec,Customer_239,Yes,1,0,,,,
T0365,12/30/2024,Customer_290,Customer_290,Product A,Household,West,401.17,46.84,28.38,Bank Transfer,2024,12,53,30/12/2024,24-Dec,Customer_290,Yes,1,0,,,,
T0366,12/31/2024,Customer_96,Repeated,Product D,Household,East,256.1,10.1,47.68,Credit Card,2024,12,53,25/04/2024,24-Dec,Repeated,Yes,1,0,,,,
T0367,1/1/2025,Customer_126,Repeated,Product A,Groceries,West,229.1,19.25,29.77,Bank Transfer,2025,1,1,24/06/2024,25-Jan,Repeated,Yes,1,0,,,,
T0368,1/2/2025,Customer_118,Customer_118,Product B,Electronics,North,186.31,46.5,10.02,Mobile Payment,2025,1,1,2/1/2025,25-Jan,Customer_118,Yes,1,0,,,,
T0369,1/3/2025,Customer_48,Repeated,Product A,Cosmetics,North,79.56,4.03,92.35,Credit Card,2025,1,1,1/4/2024,25-Jan,Repeated,Yes,1,0,,,,
T0370,1/4/2025,Customer_89,Repeated,Product A,Electronics,South,152.71,5.53,85.95,Bank Transfer,2025,1,1,7/2/2024,25-Jan,Repeated,Yes,1,0,,,,
T0371,1/5/2025,Customer_237,Repeated,Product B,Cosmetics,North,160.97,8.98,76.81,Credit Card,2025,1,2,6/3/2024,25-Jan,Repeated,Yes,1,0,,,,
T0372,1/6/2025,Customer_272,Customer_272,Product A,Groceries,North,267.83,30.17,25.1,Mobile Payment,2025,1,2,6/1/2025,25-Jan,Customer_272,Yes,1,0,,,,
T0373,1/7/2025,Customer_189,Repeated,Product D,Groceries,East,386.35,8.37,20.83,Mobile Payment,2025,1,2,5/1/2024,25-Jan,Repeated,Yes,1,0,,,,
T0374,1/8/2025,Customer_192,Repeated,Product A,Groceries,South,263.21,48.44,16.08,Credit Card,2025,1,2,17/01/2024,25-Jan,Repeated,Yes,1,0,,,,
T0375,1/9/2025,Customer_69,Customer_69,Product B,Groceries,East,76.03,22.89,75.16,Bank Transfer,2025,1,2,9/1/2025,25-Jan,Customer_69,Yes,1,0,,,,
T0376,1/10/2025,Customer_278,Customer_278,Product D,Cosmetics,West,481.01,25.57,93.59,Cash,2025,1,2,10/1/2025,25-Jan,Customer_278,No,0,1,,,,
T0377,1/11/2025,Customer_247,Repeated,Product B,Household,North,474.23,13.09,48.75,Cash,2025,1,2,1/7/2024,25-Jan,Repeated,Yes,1,0,,,,
T0378,1/12/2025,Customer_76,Customer_76,Product B,Cosmetics,West,403.34,24.08,20.72,Credit Card,2025,1,3,12/1/2025,25-Jan,Customer_76,Yes,1,0,,,,
T0379,1/13/2025,Customer_154,Customer_154,Product C,Electronics,East,496.1,33.43,56.12,Bank Transfer,2025,1,3,13/01/2025,25-Jan,Customer_154,Yes,1,0,,,,
T0380,1/14/2025,Customer_144,Repeated,Product C,Groceries,North,295.02,37.81,41.39,Cash,2025,1,3,11/7/2024,25-Jan,Repeated,Yes,1,0,,,,
T0381,1/15/2025,Customer_86,Repeated,Product B,Groceries,North,483.25,37.94,43.73,Mobile Payment,2025,1,3,7/5/2024,25-Jan,Repeated,Yes,1,0,,,,
T0382,1/16/2025,Customer_185,Customer_185,Product B,Electronics,East,84.02,29.32,65.92,Bank Transfer,2025,1,3,16/01/2025,25-Jan,Customer_185,No,0,1,,,,
T0383,1/17/2025,Customer_285,Customer_285,Product B,Cosmetics,East,214.56,45.31,74.68,Cash,2025,1,3,17/01/2025,25-Jan,Customer_285,Yes,1,0,,,,
T0384,1/18/2025,Customer_220,Repeated,Product C,Household,East,151.42,41.05,19.95,Bank Transfer,2025,1,3,20/06/2024,25-Jan,Repeated,Yes,1,0,,,,
T0385,1/19/2025,Customer_69,Repeated,Product C,Household,East,138.12,38.1,13.2,Credit Card,2025,1,4,9/1/2025,25-Jan,Repeated,Yes,1,0,,,,
T0386,1/20/2025,Customer_47,Repeated,Product A,Electronics,East,113.36,3.72,99.49,Bank Transfer,2025,1,4,9/12/2024,25-Jan,Repeated,Yes,1,0,,,,
T0387,1/21/2025,Customer_94,Customer_94,Product A,Household,North,330.09,1.34,30.95,Cash,2025,1,4,21/01/2025,25-Jan,Customer_94,Yes,1,0,,,,
T0388,1/22/2025,Customer_238,Repeated,Product B,Cosmetics,East,401.59,11.41,14.84,Credit Card,2025,1,4,10/9/2024,25-Jan,Repeated,Yes,1,0,,,,
T0389,1/23/2025,Customer_204,Customer_204,Product D,Cosmetics,North,310.23,33.51,27.09,Bank Transfer,2025,1,4,23/01/2025,25-Jan,Customer_204,No,0,1,,,,
T0390,1/24/2025,Customer_218,Repeated,Product D,Electronics,North,116.13,21.15,13.51,Mobile Payment,2025,1,4,23/02/2024,25-Jan,Repeated,Yes,1,0,,,,
T0391,1/25/2025,Customer_39,Repeated,Product C,Cosmetics,East,415.01,20.72,45.26,Cash,2025,1,4,23/07/2024,25-Jan,Repeated,Yes,1,0,,,,
T0392,1/26/2025,Customer_100,Repeated,Product C,Groceries,East,336.18,44.34,82.22,Credit Card,2025,1,5,11/1/2024,25-Jan,Repeated,Yes,1,0,,,,
T0393,1/27/2025,Customer_289,Repeated,Product C,Electronics,South,224.67,44.88,40.71,Bank Transfer,2025,1,5,23/03/2024,25-Jan,Repeated,Yes,1,0,,,,
T0394,1/28/2025,Customer_254,Repeated,Product B,Cosmetics,North,353.36,45.55,49.98,Mobile Payment,2025,1,5,4/8/2024,25-Jan,Repeated,Yes,1,0,,,,
T0395,1/29/2025,Customer_222,Repeated,Product D,Electronics,East,166.96,16.38,70.8,Cash,2025,1,5,26/04/2024,25-Jan,Repeated,Yes,1,0,,,,
T0396,1/30/2025,Customer_23,Customer_23,Product A,Household,East,205.34,34.86,55.8,Mobile Payment,2025,1,5,30/01/2025,25-Jan,Customer_23,Yes,1,0,,,,
T0397,1/31/2025,Customer_250,Customer_250,Product B,Cosmetics,East,462.87,14.31,87.53,Bank Transfer,2025,1,5,31/01/2025,25-Jan,Customer_250,Yes,1,0,,,,
T0398,2/1/2025,Customer_10,Customer_10,Product A,Groceries,South,180.73,10.34,87.94,Bank Transfer,2025,2,5,1/2/2025,25-Feb,Customer_10,Yes,1,0,,,,
T0399,2/2/2025,Customer_246,Repeated,Product A,Cosmetics,South,261.49,10.05,10.89,Credit Card,2025,2,6,2/11/2024,25-Feb,Repeated,Yes,1,0,,,,
T0400,2/3/2025,Customer_100,Repeated,Product B,Electronics,West,450.56,17.76,80.02,Mobile Payment,2025,2,6,11/1/2024,25-Feb,Repeated,Yes,1,0,,,,
T0401,2/4/2025,Customer_290,Repeated,Product A,Electronics,North,368.47,22.07,51.47,Credit Card,2025,2,6,30/12/2024,25-Feb,Repeated,Yes,1,0,,,,
T0402,2/5/2025,Customer_180,Repeated,Product D,Cosmetics,West,77.99,41.72,99,Cash,2025,2,6,7/6/2024,25-Feb,Repeated,Yes,1,0,,,,
T0403,2/6/2025,Customer_223,Repeated,Product A,Groceries,East,116.29,6.87,53.49,Credit Card,2025,2,6,20/10/2024,25-Feb,Repeated,Yes,1,0,,,,
T0404,2/7/2025,Customer_250,Repeated,Product D,Groceries,South,53.53,37.01,98.82,Cash,2025,2,6,31/01/2025,25-Feb,Repeated,Yes,1,0,,,,
T0405,2/8/2025,Customer_147,Repeated,Product D,Groceries,South,333.91,27.04,77.91,Bank Transfer,2025,2,6,19/07/2024,25-Feb,Repeated,Yes,1,0,,,,
T0406,2/9/2025,Customer_96,Repeated,Product D,Electronics,West,251.45,15.11,32.37,Bank Transfer,2025,2,7,25/04/2024,25-Feb,Repeated,Yes,1,0,,,,
T0407,2/10/2025,Customer_257,Repeated,Product C,Cosmetics,South,110.42,25.15,58.46,Mobile Payment,2025,2,7,12/4/2024,25-Feb,Repeated,Yes,1,0,,,,
T0408,2/11/2025,Customer_4,Repeated,Product A,Household,East,481.07,15.7,99.29,Cash,2025,2,7,24/09/2024,25-Feb,Repeated,Yes,1,0,,,,
T0409,2/12/2025,Customer_16,Customer_16,Product B,Electronics,South,288.35,30.21,87.18,Bank Transfer,2025,2,7,12/2/2025,25-Feb,Customer_16,No,0,1,,,,
T0410,2/13/2025,Customer_280,Repeated,Product B,Groceries,West,158.85,22.26,18.76,Mobile Payment,2025,2,7,8/3/2024,25-Feb,Repeated,Yes,1,0,,,,
T0411,2/14/2025,Customer_247,Repeated,Product A,Cosmetics,East,275.27,9.06,73.57,Mobile Payment,2025,2,7,1/7/2024,25-Feb,Repeated,Yes,1,0,,,,
T0412,2/15/2025,Customer_258,Repeated,Product C,Groceries,West,355.83,6.71,41.1,Credit Card,2025,2,7,15/01/2024,25-Feb,Repeated,Yes,1,0,,,,
T0413,2/16/2025,Customer_160,Repeated,Product C,Household,South,84.31,27.79,10.63,Mobile Payment,2025,2,8,4/5/2024,25-Feb,Repeated,Yes,1,0,,,,
T0414,2/17/2025,Customer_152,Repeated,Product D,Groceries,West,173.62,45.22,46.31,Bank Transfer,2025,2,8,12/1/2024,25-Feb,Repeated,Yes,1,0,,,,
T0415,2/18/2025,Customer_178,Customer_178,Product A,Groceries,West,413.13,17.85,31.13,Credit Card,2025,2,8,18/02/2025,25-Feb,Customer_178,Yes,1,0,,,,
T0416,2/19/2025,Customer_163,Repeated,Product A,Household,North,256.85,36.92,83.7,Cash,2025,2,8,22/03/2024,25-Feb,Repeated,Yes,1,0,,,,
T0417,2/20/2025,Customer_33,Repeated,Product B,Cosmetics,South,295.96,33.27,40.36,Cash,2025,2,8,31/03/2024,25-Feb,Repeated,Yes,1,0,,,,
T0418,2/21/2025,Customer_179,Repeated,Product A,Electronics,South,244.77,46.65,84.48,Bank Transfer,2025,2,8,20/04/2024,25-Feb,Repeated,Yes,1,0,,,,
T0419,2/22/2025,Customer_101,Repeated,Product C,Cosmetics,West,69.75,41.23,10.05,Bank Transfer,2025,2,8,10/4/2024,25-Feb,Repeated,Yes,1,0,,,,
T0420,2/23/2025,Customer_268,Repeated,Product A,Household,North,124.59,28.76,37.7,Credit Card,2025,2,9,30/03/2024,25-Feb,Repeated,Yes,1,0,,,,
T0421,2/24/2025,Customer_65,Repeated,Product B,Groceries,South,250.49,33.19,31.7,Credit Card,2025,2,9,15/03/2024,25-Feb,Repeated,Yes,1,0,,,,
T0422,2/25/2025,Customer_168,Customer_168,Product D,Cosmetics,East,144.13,45.02,31.02,Bank Transfer,2025,2,9,25/02/2025,25-Feb,Customer_168,Yes,1,0,,,,
T0423,2/26/2025,Customer_43,Customer_43,Product B,Electronics,West,72.49,20.58,16.14,Bank Transfer,2025,2,9,26/02/2025,25-Feb,Customer_43,Yes,1,0,,,,
T0424,2/27/2025,Customer_44,Repeated,Product B,Household,South,429.64,17.01,26.84,Cash,2025,2,9,24/02/2024,25-Feb,Repeated,Yes,1,0,,,,
T0425,2/28/2025,Customer_285,Repeated,Product D,Cosmetics,East,491.54,1.53,60,Cash,2025,2,9,17/01/2025,25-Feb,Repeated,Yes,1,0,,,,
T0426,3/1/2025,Customer_12,Customer_12,Product B,Electronics,South,406.91,41.5,36.22,Cash,2025,3,9,1/3/2025,25-Mar,Customer_12,Yes,1,0,,,,
T0427,3/2/2025,Customer_95,Repeated,Product B,Household,East,434.2,40.25,47.57,Bank Transfer,2025,3,10,9/10/2024,25-Mar,Repeated,Yes,1,0,,,,
T0428,3/3/2025,Customer_253,Repeated,Product A,Electronics,West,158.89,6.12,43.92,Mobile Payment,2025,3,10,21/01/2024,25-Mar,Repeated,Yes,1,0,,,,
T0429,3/4/2025,Customer_242,Repeated,Product A,Household,South,482.28,29.27,88.83,Bank Transfer,2025,3,10,9/2/2024,25-Mar,Repeated,Yes,1,0,,,,
T0430,3/5/2025,Customer_35,Repeated,Product D,Groceries,South,138.62,23.74,91.48,Bank Transfer,2025,3,10,14/02/2024,25-Mar,Repeated,Yes,1,0,,,,
T0431,3/6/2025,Customer_215,Repeated,Product A,Cosmetics,North,478.14,6.82,54.37,Cash,2025,3,10,9/1/2024,25-Mar,Repeated,Yes,1,0,,,,
T0432,3/7/2025,Customer_90,Customer_90,Product A,Electronics,West,497.67,49.05,39.71,Bank Transfer,2025,3,10,7/3/2025,25-Mar,Customer_90,Yes,1,0,,,,
T0433,3/8/2025,Customer_264,Repeated,Product B,Household,East,370.28,11.52,19.61,Credit Card,2025,3,10,13/02/2024,25-Mar,Repeated,Yes,1,0,,,,
T0434,3/9/2025,Customer_93,Customer_93,Product C,Electronics,South,491.51,4.29,95.81,Bank Transfer,2025,3,11,9/3/2025,25-Mar,Customer_93,Yes,1,0,,,,
T0435,3/10/2025,Customer_90,Repeated,Product A,Electronics,South,306.29,30.15,15.42,Bank Transfer,2025,3,11,7/3/2025,25-Mar,Repeated,Yes,1,0,,,,
T0436,3/11/2025,Customer_115,Customer_115,Product C,Cosmetics,East,166.79,37.2,36.79,Bank Transfer,2025,3,11,11/3/2025,25-Mar,Customer_115,Yes,1,0,,,,
T0437,3/12/2025,Customer_105,Customer_105,Product A,Groceries,West,246.65,2.59,36.83,Bank Transfer,2025,3,11,12/3/2025,25-Mar,Customer_105,Yes,1,0,,,,
T0438,3/13/2025,Customer_196,Repeated,Product A,Electronics,North,317.1,33.28,38.84,Mobile Payment,2025,3,11,7/12/2024,25-Mar,Repeated,Yes,1,0,,,,
T0439,3/14/2025,Customer_114,Repeated,Product D,Household,North,82.89,27.08,24.79,Bank Transfer,2025,3,11,25/10/2024,25-Mar,Repeated,Yes,1,0,,,,
T0440,3/15/2025,Customer_75,Repeated,Product D,Household,South,330.05,6.06,80.48,Credit Card,2025,3,11,19/08/2024,25-Mar,Repeated,Yes,1,0,,,,
T0441,3/16/2025,Customer_217,Repeated,Product D,Groceries,East,491.53,9.45,21.02,Credit Card,2025,3,12,9/3/2024,25-Mar,Repeated,Yes,1,0,,,,
T0442,3/17/2025,Customer_277,Repeated,Product C,Household,South,135.55,28.83,67.14,Bank Transfer,2025,3,12,18/01/2024,25-Mar,Repeated,Yes,1,0,,,,
T0443,3/18/2025,Customer_249,Customer_249,Product B,Groceries,East,406.67,15.52,21.15,Cash,2025,3,12,18/03/2025,25-Mar,Customer_249,Yes,1,0,,,,
T0444,3/19/2025,Customer_164,Customer_164,Product A,Household,North,458.55,46.98,16.35,Mobile Payment,2025,3,12,19/03/2025,25-Mar,Customer_164,Yes,1,0,,,,
T0445,3/20/2025,Customer_192,Repeated,Product A,Cosmetics,West,474.67,41.12,91.85,Bank Transfer,2025,3,12,17/01/2024,25-Mar,Repeated,Yes,1,0,,,,
T0446,3/21/2025,Customer_227,Repeated,Product A,Electronics,East,482.06,49.19,27.11,Bank Transfer,2025,3,12,9/4/2024,25-Mar,Repeated,Yes,1,0,,,,
T0447,3/22/2025,Customer_177,Customer_177,Product C,Cosmetics,North,284.66,13.72,83.91,Bank Transfer,2025,3,12,22/03/2025,25-Mar,Customer_177,Yes,1,0,,,,
T0448,3/23/2025,Customer_99,Repeated,Product D,Electronics,South,489.79,48.52,59.02,Cash,2025,3,13,5/4/2024,25-Mar,Repeated,Yes,1,0,,,,
T0449,3/24/2025,Customer_36,Repeated,Product B,Electronics,East,390.79,22.13,17.01,Cash,2025,3,13,2/5/2024,25-Mar,Repeated,Yes,1,0,,,,
T0450,3/25/2025,Customer_96,Repeated,Product C,Electronics,West,122.75,18.03,95.99,Cash,2025,3,13,25/04/2024,25-Mar,Repeated,Yes,1,0,,,,
T0451,3/26/2025,Customer_152,Repeated,Product D,Cosmetics,South,264.61,3.47,32.23,Mobile Payment,2025,3,13,12/1/2024,25-Mar,Repeated,Yes,1,0,,,,
T0452,3/27/2025,Customer_151,Repeated,Product C,Electronics,South,373.25,3.59,87.37,Credit Card,2025,3,13,26/07/2024,25-Mar,Repeated,Yes,1,0,,,,
T0453,3/28/2025,Customer_190,Repeated,Product B,Cosmetics,North,161.3,34.91,25.19,Mobile Payment,2025,3,13,28/01/2024,25-Mar,Repeated,Yes,1,0,,,,
T0454,3/29/2025,Customer_224,Repeated,Product D,Groceries,East,338.28,23.44,86.85,Cash,2025,3,13,22/06/2024,25-Mar,Repeated,Yes,1,0,,,,
T0455,3/30/2025,Customer_37,Repeated,Product C,Household,South,349.97,12.1,11.19,Credit Card,2025,3,14,6/8/2024,25-Mar,Repeated,Yes,1,0,,,,
T0456,3/31/2025,Customer_268,Repeated,Product B,Household,West,123.21,31.08,56.06,Credit Card,2025,3,14,30/03/2024,25-Mar,Repeated,Yes,1,0,,,,
T0457,4/1/2025,Customer_183,Customer_183,Product A,Electronics,East,304.29,13.39,79.25,Cash,2025,4,14,1/4/2025,25-Apr,Customer_183,Yes,1,0,,,,
T0458,4/2/2025,Customer_13,Repeated,Product B,Cosmetics,West,397.23,29.3,94.13,Cash,2025,4,14,3/5/2024,25-Apr,Repeated,Yes,1,0,,,,
T0459,4/3/2025,Customer_279,Repeated,Product A,Household,South,274.5,18.6,91.83,Mobile Payment,2025,4,14,23/12/2024,25-Apr,Repeated,Yes,1,0,,,,
T0460,4/4/2025,Customer_217,Repeated,Product C,Cosmetics,West,55.45,41.35,83.77,Cash,2025,4,14,9/3/2024,25-Apr,Repeated,Yes,1,0,,,,
T0461,4/5/2025,Customer_286,Repeated,Product D,Cosmetics,North,54.07,41.21,89.94,Credit Card,2025,4,14,18/05/2024,25-Apr,Repeated,Yes,1,0,,,,
